prod|title|author|date|review_format|stars|comments|review_ids|link_id|n_helpful
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"To say this gym is amazing is an understatement!
            "|Emma Dobbertin|November 28, 2018|Verified Purchase|5|"To say that this gym is amazing is an understatement!I purchased the gym when my daughter was about 6 weeks old and I am so sad that I didn't do it sooner! I was highly skeptical that it would be worth the money but I loved the idea behind it.After using other similar items we had been given I found that they were all lacking. I found the fabrics were slick, overhead bars were weak, and overall the toys were terrible quality. That is where the lovevery gym filled those voids.The fabric on this gym is a perfect texture so she doesn't get frustrated from sliding all over. The bars are sturdy and well made. The toys all have a purpose and are made of organic, high quality, materials that I feel comfortable giving to my daughter. Most importantly? SHE LOVES THE GYM.We use the gym every single day. She will play for hours and at times it is the only thing that makes her happy. That alone is worth the investment.The deciding factor that pushed me to get the gym was the fact that is exactly that, an investment. I wasn't getting it just for my daughter now but also for any children we have in the future. I know that this product is durable and will last. Hands down the best.
            "|R3VFHQXF6TV20R|AECRS7HRQYTLSIXA6EMFQEP7ULXQ|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Beautiful play gym
            "|Avamama|September 12, 2018|Verified Purchase|5|"I got this play gym for a friends baby. They used it quite a bit, around 3m to 12m. It was worth the investment and was a beautiful, peaceful addition of baby equipment to their home
            "|R135ZUD0TQ2BON|AE5F474H5WC4UN6ADDDNEWHKSNDA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Awesome quality!
            "|Emily|December 3, 2018|Verified Purchase|5|"We are expecting our first baby any day now so I can't say much on use but this play mat seems awesome! I'm really impressed with the quality which I'm glad because I was really on the fence about the price of this item. I ended up purchasing this as its for our first so I feel like we can invest in quality items now that will last through kid #2 or #3. I definitely feel like this will last for many years of play. It doesn't feel cheap and I'm not worried this will collapse on my baby. I'm also impressed by this company with their book of how to play with your child. I love that the first section is all positive comments for the parent to take a moment and realize you are doing a good job. As I imagine there will be times we feel overwhelmed so I'll take all the positivity I can get. I loved this quote they have in their play book "" Trust yourself. You know more than you think you do"" - Benjamin Spock.PS the box showed there is a teething ring include but I didn't see it. I reached out to Lovevery customer service and they said it's in the hide and find area so take a look there before you think it's missing like I did!
            "|R76ZR6TTNND33|AE4DG4D3UT5SZ3RMQAMDLL3ZN55A|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Sustainable product with amazing customer service from manufacturer
            "|Elisabeth Varn|August 23, 2018|Verified Purchase|5|"Well designed, high quality product with a feel of sustainability: I like the wooden legs and the organic, very soft cotton. Definitely feels like it’s the healthy choice for a newborn. The customer service from the manufacturer is amazing. Would definitely recommend and buy again!
            "|R2G4GNZXSFHO39|AG3LUZBDRBQZSIE3HSQDCTUA3BPA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best play gym
            "|Amanda Nelson|July 17, 2018|Verified Purchase|5|"I use this play gym multiple times a day with my daughter. I can’t say enough good things and have been suggesting it to all of my mom friends. The cards that come with it make it exciting for the parent. I feel like I am actively engaging my child’s brain.
            "|RZ7Y3ZMR5GFWZ|AHDEDARDHR7NFHPSE7E2S2DUH3NA|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Great play gym but velcro straps to maintain wooden legs doesn't adhere anymore
            "|marie|September 13, 2018|Verified Purchase|4|"Overall I like this play gym a lot: it has kept our baby interested at every development stage, it is not too overwhelming so baby can learn to focus, the various activity zones are great, the activity guide is very useful, our baby loved all the detachable parts + it's super convenient to be able to attach other toys - AND it's really cute in the living room.HOWEVER - after 7 months of use and a couple machine wash, the velcro straps are not adhesive anymore so we cannot use the wooden legs anymore, which is a real bummer as we really wanted to use the tent!!And because it doesn't have a non slippery background, our baby who started crawling doesn't like to stay on it anymore as the mat is very slippery.So basically, after 7 months of use we just cannot use it anymore...
            "|R2UD0UJ1T06K6W|AFFSCL6TUVDM2JFCS4S27ZU57W3Q|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best Play Mat
            "|Sandra|July 28, 2018|Verified Purchase|5|"I just bought this play gym and it is worth every dime. I don’t have to figure out what she’s is supposed to be doing month to month it’s right there in the booklet. I am so impressed that I am looking into their monthly play kit subscription. Best play mat out there!
            "|R99KYXAJU1YQK|AGDBMJOXGMFIMEMISALJIOHKZOZQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Christmas came early!
            "|b.needham|November 20, 2018|Verified Purchase|5|"Christmas came early for our baby boy (and honestly this mom too!) with our new play gym. Even though it would have looked beautiful under our tree on Christmas morning, I could wait no longer to order it! After learning about the company and all of the research behind their products (the play gym and subscription play kits) I was sold on the company’s mission. With one week left of maternity leave, I decided to go ahead and order the play gym on Amazon so that it would arrive quickly and give me time to soak up every moment with my sweet baby as honestly, the greatest gift we can give our kids is our time- all year round- and that was more important than waiting until Christmas morning.The play gym is beautiful and so incredibly soft making play time, tummy time and unrestricted floor time (which is one of many important activities shared in the accompanying play guide) so much more enjoyable!My only regret is not ordering it sooner as my baby is about to turn 12 weeks old. However, he still has many years of play left as evident by his four year old sister that can’t get enough of the play cover making it into a fort!If you’re a nerd like me that wants to give your baby the best start at life backed by tons of research, then this play gym is for you too! As a full time working mom now with two kids, I simply don’t have time to do all the research I wish I could on child development. Lovevery has taken out the guess work and given me the tools to spend the limited precious time I have just enjoying my baby (and big sister too!).
            "|R1QKGRC92IVPMR|AEIUDI56UBBQRWP65B4ZS2EBVD3Q|5
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"My only regret is not buying this sooner! A must have for all moms!
            "|Cmjo228|March 4, 2019|Verified Purchase|5|" We used this at our friends house who also has a 4Month old baby. Our babies both loved it! Our baby loved in so much that I immediately knew I had to buy one! Normally tummy time is awful, dreadful for us both. But tummy time with this mat, she and I both love! There is so much to do/see/explore! The best part is it comes with a book of what to do and when for development at different stages throughout the first year. I often struggled before with what to do with my infant to make sure they are learning all of the skills they need to. And I usually just ended up putting her in a bouncer/swing/froggychair until she fussed then I’d rotate to the next. But with this play mat, I now feel confident in playing with my baby and nurturing her developmental needs.
            "|R1PAUIKWAXN573|AFNYJVED2TZGRJQSAZPX7S5QYVPA|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Worth every penny!
            "|Gianeli Mestre|August 5, 2018|Verified Purchase|5|"Was sceptical considering the price but worth every penny! My daughter made developmental leaps within hours playing on the mat. Would highly recommend. It like having a Gymboree in your house. Worth every penny!
            "|RXVRDWIVHZAWM|AGTJH3FZ66PP3QF2O7OKQ76SXLVQ|9
